participant_id	ethRT_q1	ethRT_q2	ethRT_q3	ethRT_q4	ethRT_q5	ethRT_q6	finRT_q1	finRT_q2	finRT_q3	finRT_q4	finRT_q5	finRT_q6	heaRT_q1	heaRT_q2	heaRT_q3	heaRT_q4	heaRT_q5	heaRT_q6	recRT_q1	recRT_q2	recRT_q3	recRT_q4	recRT_q5	recRT_q6	socRT_q1	socRT_q2	socRT_q3	socRT_q4	socRT_q5	socRT_q6
sub-088	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	4.000000	6.000000	5.000000	6.000000	5.000000	7.000000	2.000000
sub-089	3.000000	5.000000	5.000000	1.000000	4.000000	4.000000	3.000000	4.000000	4.000000	3.000000	3.000000	5.000000	4.000000	4.000000	4.000000	3.000000	5.000000	5.000000	4.000000	4.000000	3.000000	5.000000	4.000000	4.000000	2.000000	4.000000	5.000000	4.000000	5.000000	6.000000
sub-090	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	1.000000	5.000000	1.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	5.000000	5.000000	5.000000	4.000000	4.000000
sub-091	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000
sub-092	1.000000	6.000000	1.000000	1.000000	1.000000	4.000000	1.000000	5.000000	1.000000	5.000000	2.000000	5.000000	6.000000	4.000000	1.000000	1.000000	1.000000	3.000000	5.000000	1.000000	7.000000	6.000000	6.000000	5.000000	6.000000	5.000000	7.000000	5.000000	7.000000	7.000000
sub-093	3.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
sub-094	3.000000	2.000000	1.000000	2.000000	2.000000	4.000000	5.000000	3.000000	2.000000	2.000000	2.000000	3.000000	2.000000	5.000000	6.000000	5.000000	5.000000	4.000000	3.000000	3.000000	5.000000	5.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	3.000000	2.000000
sub-095	4.000000	5.000000	3.000000	2.000000	2.000000	1.000000	5.000000	4.000000	5.000000	4.000000	5.000000	4.000000	3.000000	7.000000	3.000000	5.000000	7.000000	7.000000	3.000000	2.000000	2.000000	3.000000	4.000000	1.000000	5.000000	3.000000	3.000000	3.000000	3.000000	3.000000
sub-096	4.000000	5.000000	1.000000	1.000000	1.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	5.000000	5.000000	5.000000	4.000000	5.000000	3.000000	6.000000	3.000000	5.000000	5.000000	5.000000	2.000000	7.000000	7.000000	7.000000	7.000000	7.000000	4.000000
sub-097	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	5.000000	5.000000	7.000000	1.000000	7.000000	4.000000	4.000000	4.000000	3.000000	5.000000	6.000000	1.000000	4.000000	4.000000
sub-098	5.000000	5.000000	5.000000	3.000000	2.000000	5.000000	2.000000	6.000000	1.000000	5.000000	1.000000	5.000000	5.000000	4.000000	1.000000	1.000000	3.000000	3.000000	5.000000	3.000000	2.000000	5.000000	2.000000	1.000000	6.000000	6.000000	5.000000	6.000000	7.000000	3.000000
sub-099	1.000000	1.000000	1.000000	2.000000	1.000000	2.000000	1.000000	4.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	6.000000	6.000000	7.000000	5.000000	7.000000	7.000000	7.000000	7.000000	7.000000	7.000000	7.000000	7.000000	7.000000	7.000000
sub-100	3.000000	4.000000	2.000000	1.000000	1.000000	6.000000	7.000000	2.000000	7.000000	5.000000	6.000000	1.000000	6.000000	7.000000	7.000000	1.000000	5.000000	7.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	7.000000	7.000000	7.000000	2.000000	6.000000
sub-101	4.000000	5.000000	1.000000	1.000000	1.000000	5.000000	1.000000	4.000000	1.000000	2.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	7.000000	5.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	5.000000	5.000000
sub-102	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	5.000000	5.000000	5.000000	2.000000	5.000000	1.000000	1.000000	6.000000	6.000000	7.000000	7.000000	7.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	7.000000	7.000000	7.000000	6.000000	7.000000
sub-103	2.000000	1.000000	1.000000	2.000000	1.000000	1.000000	2.000000	5.000000	6.000000	6.000000	6.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	2.000000	4.000000	5.000000	5.000000	5.000000	5.000000	6.000000	7.000000	7.000000	3.000000	6.000000
sub-104	2.000000	1.000000	3.000000	4.000000	2.000000	6.000000	4.000000	3.000000	4.000000	1.000000	2.000000	6.000000	3.000000	5.000000	4.000000	4.000000	3.000000	2.000000	2.000000	3.000000	3.000000	3.000000	3.000000	2.000000	7.000000	1.000000	1.000000	1.000000	3.000000	3.000000
sub-105	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	5.000000	5.000000	5.000000	5.000000	1.000000
sub-106	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	3.000000	4.000000	3.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	5.000000	5.000000	7.000000	5.000000	3.000000	5.000000
sub-107	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	1.000000	5.000000	6.000000	6.000000	7.000000	3.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	7.000000	7.000000	6.000000	1.000000	7.000000
sub-108	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	4.000000	1.000000	4.000000	6.000000	1.000000	7.000000	1.000000	7.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	7.000000	7.000000	7.000000	7.000000	7.000000
sub-109	2.000000	1.000000	1.000000	1.000000	2.000000	2.000000	4.000000	4.000000	4.000000	4.000000	4.000000	7.000000	2.000000	1.000000	1.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	2.000000	2.000000	3.000000	3.000000	5.000000
sub-110	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	5.000000	4.000000	5.000000	7.000000	4.000000
sub-111	4.000000	1.000000	2.000000	2.000000	1.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	4.000000	1.000000	2.000000	1.000000	1.000000	4.000000	2.000000	4.000000	3.000000	3.000000	2.000000	1.000000	1.000000	4.000000	4.000000	6.000000	4.000000	4.000000	1.000000
sub-112	2.000000	1.000000	1.000000	1.000000	4.000000	7.000000	1.000000	7.000000	1.000000	5.000000	1.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	5.000000	7.000000	5.000000	5.000000	7.000000
sub-113	3.000000	1.000000	1.000000	2.000000	2.000000	1.000000	1.000000	7.000000	2.000000	7.000000	1.000000	6.000000	5.000000	1.000000	1.000000	1.000000	3.000000	2.000000	6.000000	3.000000	2.000000	2.000000	5.000000	1.000000	5.000000	3.000000	6.000000	3.000000	2.000000	6.000000
sub-114	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	5.000000	1.000000	5.000000	4.000000	3.000000	1.000000	1.000000	2.000000	2.000000	7.000000	2.000000	5.000000	6.000000	6.000000	4.000000	6.000000	4.000000	7.000000	5.000000	3.000000	4.000000
sub-115	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	1.000000	5.000000	4.000000	6.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	6.000000	3.000000	4.000000	6.000000	5.000000	4.000000	7.000000	6.000000	6.000000	4.000000	7.000000	7.000000
sub-116	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	5.000000	1.000000	7.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	5.000000	5.000000	5.000000	2.000000	5.000000	7.000000	6.000000	7.000000	6.000000	7.000000
sub-117	2.000000	2.000000	2.000000	4.000000	1.000000	1.000000	1.000000	6.000000	1.000000	5.000000	1.000000	6.000000	1.000000	6.000000	6.000000	1.000000	5.000000	4.000000	5.000000	6.000000	6.000000	6.000000	7.000000	3.000000	6.000000	6.000000	6.000000	7.000000	5.000000	5.000000
sub-118	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	5.000000	5.000000	1.000000	6.000000	5.000000	6.000000	6.000000	6.000000	6.000000
sub-119	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	2.000000	2.000000	2.000000	1.000000	2.000000	3.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000	6.000000	6.000000	6.000000	6.000000	6.000000
sub-120	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	7.000000	1.000000	3.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	5.000000	6.000000	4.000000	3.000000	7.000000
sub-121	7.000000	6.000000	5.000000	6.000000	5.000000	4.000000	7.000000	5.000000	6.000000	5.000000	7.000000	5.000000	7.000000	6.000000	4.000000	1.000000	4.000000	2.000000	7.000000	6.000000	5.000000	4.000000	2.000000	4.000000	6.000000	5.000000	5.000000	6.000000	4.000000	3.000000
sub-122	1.000000	1.000000	1.000000	4.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	3.000000	7.000000	7.000000	3.000000	1.000000
sub-123	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	3.000000	1.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	6.000000	6.000000	6.000000	3.000000	5.000000
sub-124	2.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	7.000000	1.000000	4.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	6.000000	7.000000	5.000000	6.000000	6.000000
sub-125	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	6.000000	1.000000	5.000000	1.000000	3.000000	5.000000	2.000000	1.000000	1.000000	5.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	7.000000	7.000000	7.000000	2.000000	2.000000
sub-126	7.000000	7.000000	7.000000	7.000000	7.000000	7.000000	1.000000	4.000000	1.000000	4.000000	1.000000	4.000000	5.000000	2.000000	3.000000	1.000000	1.000000	1.000000	7.000000	1.000000	4.000000	3.000000	1.000000	1.000000	7.000000	4.000000	7.000000	5.000000	1.000000	4.000000
sub-127	1.000000	7.000000	1.000000	6.000000	7.000000	5.000000	7.000000	5.000000	7.000000	4.000000	7.000000	5.000000	7.000000	7.000000	7.000000	4.000000	6.000000	5.000000	7.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	4.000000	7.000000	6.000000	7.000000	7.000000
sub-128	5.000000	1.000000	5.000000	6.000000	2.000000	1.000000	5.000000	2.000000	2.000000	3.000000	5.000000	5.000000	1.000000	2.000000	1.000000	1.000000	1.000000	2.000000	5.000000	5.000000	2.000000	5.000000	6.000000	4.000000	7.000000	6.000000	6.000000	4.000000	1.000000	7.000000
sub-129	3.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	5.000000	3.000000	3.000000
sub-130	2.000000	2.000000	3.000000	3.000000	3.000000	1.000000	3.000000	2.000000	4.000000	5.000000	3.000000	4.000000	6.000000	5.000000	4.000000	5.000000	2.000000	5.000000	4.000000	4.000000	4.000000	2.000000	2.000000	1.000000	3.000000	3.000000	4.000000	2.000000	4.000000	1.000000
sub-131	4.000000	3.000000	4.000000	3.000000	3.000000	3.000000	3.000000	3.000000	3.000000	4.000000	3.000000	3.000000	3.000000	4.000000	3.000000	3.000000	3.000000	4.000000	5.000000	3.000000	3.000000	4.000000	4.000000	3.000000	4.000000	4.000000	4.000000	3.000000	3.000000	4.000000
sub-132	1.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	6.000000	1.000000	1.000000	1.000000	2.000000	2.000000	2.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	6.000000	5.000000	6.000000	5.000000	4.000000
sub-133	1.000000	2.000000	1.000000	4.000000	1.000000	2.000000	1.000000	7.000000	1.000000	3.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	2.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	5.000000	7.000000	6.000000	7.000000	7.000000
sub-134	5.000000	3.000000	3.000000	3.000000	3.000000	3.000000	5.000000	5.000000	6.000000	5.000000	5.000000	5.000000	5.000000	5.000000	4.000000	5.000000	5.000000	6.000000	6.000000	5.000000	4.000000	5.000000	6.000000	5.000000	5.000000	5.000000	5.000000	7.000000	3.000000	5.000000
sub-135	6.000000	1.000000	1.000000	2.000000	1.000000	2.000000	1.000000	3.000000	1.000000	2.000000	1.000000	5.000000	1.000000	2.000000	1.000000	1.000000	3.000000	2.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	6.000000	7.000000	5.000000	2.000000	5.000000
sub-136	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	5.000000	2.000000	4.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	2.000000	3.000000	2.000000	1.000000	1.000000	2.000000	4.000000	6.000000	4.000000	4.000000	4.000000
sub-137	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	5.000000	1.000000	2.000000	3.000000	5.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	3.000000	1.000000	3.000000	4.000000	4.000000	1.000000	6.000000	5.000000	7.000000	5.000000	3.000000	5.000000
sub-138	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	5.000000	7.000000	7.000000	1.000000	7.000000
sub-139	3.000000	2.000000	3.000000	2.000000	3.000000	2.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	3.000000	5.000000	3.000000	5.000000	3.000000	5.000000	4.000000	3.000000	4.000000	3.000000	4.000000	3.000000	3.000000	4.000000	3.000000	4.000000	3.000000	4.000000
sub-140	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	4.000000	1.000000	1.000000	7.000000	3.000000	7.000000	6.000000	1.000000	4.000000
sub-141	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	4.000000	1.000000	3.000000	3.000000	6.000000	1.000000	1.000000	3.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	6.000000	6.000000	5.000000	1.000000	4.000000
sub-142	4.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	3.000000	1.000000	3.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	6.000000	6.000000	5.000000	1.000000	3.000000	5.000000	5.000000	7.000000	7.000000	5.000000	5.000000	5.000000	7.000000	7.000000
sub-143	3.000000	2.000000	1.000000	3.000000	5.000000	2.000000	1.000000	6.000000	5.000000	3.000000	3.000000	5.000000	1.000000	2.000000	1.000000	1.000000	5.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	2.000000	3.000000	2.000000	2.000000	6.000000
sub-144	1.000000	1.000000	1.000000	3.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	5.000000	1.000000	1.000000	1.000000	1.000000	5.000000	6.000000	6.000000	7.000000	4.000000	7.000000	7.000000
sub-145	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	5.000000	4.000000	5.000000	3.000000	4.000000	5.000000	7.000000	3.000000	7.000000	2.000000	4.000000	5.000000	1.000000	4.000000	5.000000	5.000000	4.000000	7.000000	6.000000	5.000000	5.000000	7.000000	1.000000
sub-146	2.000000	3.000000	1.000000	6.000000	1.000000	5.000000	2.000000	1.000000	1.000000	2.000000	1.000000	2.000000	5.000000	5.000000	1.000000	2.000000	5.000000	6.000000	6.000000	3.000000	5.000000	4.000000	2.000000	1.000000	6.000000	5.000000	2.000000	5.000000	7.000000	6.000000
sub-147	1.000000	2.000000	5.000000	6.000000	5.000000	7.000000	2.000000	3.000000	3.000000	4.000000	1.000000	4.000000	1.000000	3.000000	1.000000	3.000000	2.000000	5.000000	5.000000	4.000000	4.000000	2.000000	7.000000	5.000000	1.000000	5.000000	4.000000	3.000000	6.000000	2.000000
sub-148	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	7.000000	1.000000	7.000000	7.000000
sub-149	7.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	1.000000	2.000000	1.000000	1.000000	1.000000	5.000000	6.000000	1.000000	7.000000	1.000000	5.000000	1.000000	5.000000	5.000000	5.000000	2.000000	7.000000	1.000000	6.000000	7.000000	7.000000	7.000000
sub-150	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	2.000000	2.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	4.000000	4.000000	4.000000	1.000000	5.000000	2.000000	5.000000	2.000000	3.000000	5.000000
sub-151	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	3.000000	1.000000	5.000000	2.000000	5.000000	6.000000	5.000000	7.000000	2.000000	7.000000	1.000000	1.000000	1.000000	5.000000	1.000000	6.000000	3.000000	6.000000	5.000000	2.000000	7.000000
sub-152	1.000000	1.000000	1.000000	3.000000	2.000000	1.000000	1.000000	3.000000	1.000000	2.000000	1.000000	2.000000	1.000000	6.000000	1.000000	1.000000	1.000000	2.000000	5.000000	1.000000	3.000000	2.000000	2.000000	2.000000	7.000000	6.000000	7.000000	6.000000	5.000000	3.000000
sub-153	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	2.000000	1.000000	1.000000	5.000000	5.000000	5.000000	5.000000	5.000000	1.000000	6.000000	1.000000	1.000000	7.000000	7.000000	3.000000	7.000000	7.000000	7.000000	7.000000	5.000000	7.000000
sub-154	3.000000	2.000000	1.000000	5.000000	4.000000	2.000000	1.000000	4.000000	1.000000	1.000000	1.000000	2.000000	5.000000	1.000000	5.000000	1.000000	5.000000	5.000000	2.000000	2.000000	1.000000	1.000000	2.000000	2.000000	5.000000	3.000000	6.000000	4.000000	7.000000	1.000000
sub-155	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	5.000000	1.000000	4.000000	1.000000	4.000000	3.000000	3.000000	5.000000	2.000000	6.000000	1.000000	5.000000	2.000000	1.000000	5.000000	1.000000	6.000000	7.000000	4.000000	4.000000	3.000000	3.000000	5.000000
sub-156	2.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	2.000000	1.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	5.000000	6.000000	3.000000	7.000000	7.000000
sub-157	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	1.000000	1.000000
sub-158	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	6.000000	7.000000	6.000000	7.000000	1.000000
sub-159	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	4.000000	4.000000	1.000000	2.000000
sub-160	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	5.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	2.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	6.000000	7.000000	3.000000	1.000000	6.000000	3.000000
sub-161	3.000000	1.000000	1.000000	2.000000	1.000000	2.000000	1.000000	3.000000	1.000000	4.000000	1.000000	6.000000	5.000000	3.000000	6.000000	4.000000	7.000000	6.000000	7.000000	4.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	3.000000	1.000000	4.000000
sub-162	4.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	4.000000	1.000000	4.000000	1.000000	4.000000	1.000000	2.000000	2.000000	1.000000	2.000000	1.000000	4.000000	2.000000	4.000000	1.000000	2.000000	1.000000	5.000000	5.000000	6.000000	5.000000	3.000000	2.000000
sub-163	4.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	7.000000	1.000000	1.000000	1.000000	4.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	4.000000	5.000000	4.000000	7.000000	7.000000
sub-164	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	3.000000	2.000000	3.000000	1.000000	3.000000
sub-165	4.000000	4.000000	5.000000	5.000000	1.000000	3.000000	1.000000	3.000000	5.000000	4.000000	5.000000	4.000000	5.000000	3.000000	6.000000	5.000000	4.000000	4.000000	5.000000	2.000000	3.000000	1.000000	2.000000	2.000000	7.000000	5.000000	4.000000	5.000000	3.000000	4.000000
sub-166	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	4.000000	5.000000	4.000000	1.000000	1.000000
sub-167	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	6.000000	6.000000	6.000000	4.000000	4.000000
sub-168	2.000000	5.000000	4.000000	5.000000	2.000000	5.000000	2.000000	3.000000	6.000000	4.000000	5.000000	4.000000	1.000000	5.000000	2.000000	5.000000	7.000000	7.000000	6.000000	6.000000	4.000000	5.000000	6.000000	6.000000	2.000000	3.000000	4.000000	5.000000	5.000000	7.000000
sub-169	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	2.000000	3.000000	1.000000	1.000000	1.000000	6.000000	1.000000	7.000000	2.000000	2.000000	1.000000	1.000000	1.000000	6.000000	6.000000	6.000000	7.000000	7.000000	6.000000
sub-170	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	2.000000	1.000000	1.000000	2.000000	2.000000	3.000000	1.000000	2.000000	1.000000	1.000000	1.000000	6.000000	5.000000	6.000000	4.000000	7.000000	7.000000
sub-171	3.000000	1.000000	2.000000	5.000000	1.000000	2.000000	1.000000	5.000000	1.000000	3.000000	1.000000	2.000000	3.000000	3.000000	3.000000	1.000000	3.000000	3.000000	5.000000	6.000000	5.000000	3.000000	3.000000	3.000000	5.000000	5.000000	5.000000	5.000000	2.000000	3.000000
sub-172	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	3.000000	1.000000	2.000000	1.000000	5.000000	1.000000	2.000000	1.000000	1.000000	2.000000	3.000000	5.000000	3.000000	4.000000	6.000000	3.000000	7.000000	5.000000	5.000000	5.000000	5.000000	5.000000	5.000000
sub-173	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	6.000000	7.000000	7.000000	1.000000	5.000000
sub-174	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	2.000000	3.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	5.000000	5.000000	5.000000	7.000000	7.000000
sub-175	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	5.000000	1.000000	2.000000	1.000000	3.000000	1.000000	1.000000	2.000000	5.000000	5.000000	1.000000	5.000000	2.000000	3.000000	3.000000	4.000000	4.000000	6.000000	7.000000	7.000000	6.000000	6.000000	6.000000
